OBJECTID,ADDRESS,OWNER1,OWNER2,BLDG_DESC,OPA_ID,LNIADDRESSKEY,COUNCILDISTRICT,ZONINGBASEDISTRICT,ZIPCODE,LAND_RANK,Shape__Area,Shape__Length
27553,2414 N NATRONA ST,WILLIAMS WALTER,PEARL,VAC LAND RES < ACRE,282209900,447150,5,RSA-5,19132,1,106.47265625,48.8039035684621
27554,500R-50 E ERIE AVE,500 ERIE LLC             ,,VAC LAND INDUS. ACRE+,885884000,138587,7,I-2,19134,0.5,18071.0390625,838.802913503126
27555,1609 W FLORA ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,471034400,293109,5,RM-1,19121,0.67,86.22265625,44.7713369532094
27556,3044 N BONSALL ST,SCOTT ANDRE              ,,VAC LAND RES < ACRE,111407600,42723,8,RSA-5,19132,0.83,101.71875,47.6440257266457
27557,4053 BARING ST,GREATER FAITH BAPTIST    ,CHURCH                   ,VAC LAND RES < ACRE,061028800,30304,3,RSA-5,19104,0.67,271.55859375,89.4025086224579
27558,2342 N GRATZ ST,BEN MRAD MOEZ            ,,VAC LAND RES < ACRE,162061500,321824,5,RSA-5,19132,0.5,105.67578125,48.9975423166724
27559,4831 PARRISH ST,HYMES DELORES,HYMES PATRICIA,VAC LAND RES < ACRE,442001700,471782,3,RSA-5,19139,0.67,192.0625,74.6131568120175
27560,2127 W OXFORD ST,RIDGE AVENUE PARTNERS LLC,,VAC LAND RES < ACRE,291223400,466735,5,CMX-2,19121,0.5,112.12890625,47.7526748336891
27561,5725 W GIRARD AVE,LOMBARD PROPERTIES LLC   ,,VAC LAND RES < ACRE,043029700,314863,4,CMX-2,19131,0.67,235.5234375,84.8792005795664
27562,2921 PAGE ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,323093901,467956,5,RM-1,19121,1,89.21484375,44.2680584187788
27563,1856 N 4TH ST,1856 N 4TH STREET LLC    ,,VAC LAND RES < ACRE,183155700,634556,7,RSA-5,19122,0.67,130.4453125,56.0274535058676
27564,2564 N 28TH ST,PAGE BRUCE,,VAC LAND RES < ACRE,281114100,681024,5,RSA-5,19132,0.67,149.60546875,63.0766003255071
27565,2059 PIERCE ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,363151505,483482,2,RSA-5,19145,0.67,110.62890625,49.314290103607
27566,4221 PENNSGROVE ST,HUNTER JAHMAL            ,,VAC LAND RES < ACRE,062127800,478555,3,RM-1,19104,0.83,148.27734375,66.2289884898789
27567,4131R RIDGE AVE,ASTRELLA RICHARD         ,,VAC LAND RES < ACRE,382245200,504524,4,CMX-2.5,19129,0.5,191.9453125,71.5566134978469
27568,1526 S WOODSTOCK ST,SCHOBEL JEREMY           ,FISHER MEGAN             ,VAC LAND RES < ACRE,363248600,624563,2,RSA-5,19146,0.83,91.3359375,45.1427943734201
27569,5523 HAVERFORD AVE,WEST MARVIN              ,,VAC LAND RES < ACRE,041052500,336409,4,RSA-5,19139,1,103.90234375,45.1459938628764
27570,528 N 56TH ST,PIERSON NATHAN,,VAC LAND RES < ACRE,043044800,695458,4,RSA-5,19131,0.83,202.38671875,63.1047914759577
27571,629 N 37TH ST,PHILA REDEVELOPMENT AUTH ,,SEMI/DET 3 STY MASONRY,242176500,685646,3,RSA-5,19104,1,238.6328125,83.3478828155519
27572,42 N HOBART ST,DELANEY BABBARA,,VAC LAND RES < ACRE,042103400,345263,4,RSA-5,19139,0.67,154.8515625,63.5291453665109
27573,3112 CECIL B MOORE AVE,GORDY CAROL,,VAC LAND RES < ACRE,324045200,71946,5,RSA-5,19121,0.5,220.2109375,80.6312666270513
27574,2971 RUTH ST,RISDORFER YVETTE         ,,VAC LAND RES < ACRE,252552500,521407,7,RSA-5,19134,0.5,102.1328125,49.491297991769
27575,2219 N UBER ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,162113000,581706,5,RSA-5,19132,0.67,197.19921875,86.4544650652457
27576,2225 N 05TH ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,191297801,,7,RSA-5,,0.5,107.69921875,47.760048123339
27577,2425 N DOVER ST,BID PROPERTIES LLC       ,,VAC LAND RES < ACRE,281141400,122950,5,RSA-5,19132,0.5,115.765625,52.7412465596617
27578,2506-10 N 10TH ST,VILLAGE OF ARTS AND      ,HUMANITIES               ,VAC LAND RES < ACRE,371168101,732906,5,CMX-2,19133,0.5,508.6640625,91.3208211473398
27579,929 W HUNTINGDON ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,371425501,731993,5,RM-1,19133,0.5,167.81640625,65.5082577829627
27580,1726 N BONSALL ST,STABLE GENIUS LLC        ,,VAC LAND RES < ACRE,472189400,42488,5,RSA-5,19121,0.5,94.3671875,49.5115403448932
27581,2130 N FRONT ST,FINANTA                  ,,VAC LAND COMM. < ACRE,885200660,730942,7,CMX-2.5,19122,0.5,135.66796875,63.7386883694894
27582,2028 GERRITT ST,NEW HOME PROPERTIES LLC  ,,VAC LAND RES < ACRE,363022800,311210,2,RSA-5,19146,0.67,114.29296875,50.7097453675617
27583,641 DIAMOND ST,ADAMOT MANAGEMENT LLC    ,,VAC LAND RES < ACRE,201084000,116370,5,CMX-2,19122,0.5,173.78515625,65.390204461791
27584,3027 W SCHOOL HOUSE LN,EMERSON SCOTT,EMERSON YVONNE,VAC LAND RES < ACRE,213002911,722938,4,RSD-3,19144,0.5,5933.86328125,312.254543773171
27585,1659 N LINDENWOOD ST,CITY OF PHILA,DEPT OF PUBLC PROP,VAC LAND RES < ACRE,521314810,393516,4,RSA-5,19131,0.5,140.58984375,56.4787232562527
27586,1510 GERMANTOWN AVE,ABERRA NEGASH            ,,VAC LAND RES < ACRE,182203700,309028,7,RSA-5,19122,1,62.52734375,33.4952565614138
27587,2347 N 20TH ST,CITY OF PHILA,,VAC LAND RES < ACRE,162133701,670222,5,RSA-5,19132,1,156.23828125,64.9315480639503
27588,4237 MANTUA AVE,CRINITI ANTHONY M IV     ,,VAC LAND RES < ACRE,062115800,409629,3,RM-1,19104,0.67,242.48046875,90.9044127724015
27589,5129 HARLAN ST,FORMAN JACK,WALTERS CAROLINE,VAC LAND RES < ACRE,442173900,332814,3,RM-1,19131,0.5,179.36328125,76.0464998560973
27590,1826 N BUCKNELL ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,322138101,54855,5,RSA-5,19121,0.5,108.9765625,49.0620384365233
27591,2365 HOPE ST,444 MEMPHIS STREET LLC   ,,VAC LAND RES < ACRE,191013700,731467,7,RSA-5,19133,1,83.44140625,43.0430475434395
27592,1918 N 22ND ST,BULK BOY LLC             ,,VAC LAND RES < ACRE,322093001,673990,5,RSA-5,19121,0.5,280.03515625,92.9327608627096
27593,3149 N STILLMAN ST,BROWN JOSEPH JR,,VAC LAND RES < ACRE,381089100,555781,4,RSA-5,19132,0.67,101.48828125,47.6070367022049
27594,2136 N 5TH ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,191307201,636628,7,RSA-5,19122,0.5,161.21484375,62.6546329154768
27595,2124 BELLMORE ST,BEL MANAG INC            ,,VAC LAND RES < ACRE,252181400,34359,1,RSA-5,19134,1,105.26953125,49.0958082435609
27596,1905 E HAROLD ST,10TH FAIRMOUNT LLC       ,,VAC LAND RES < ACRE,314180700,333309,1,RSA-5,19125,0.67,99.5390625,49.9477183004876
27597,806 N 40TH ST,KWON WON SOOK            ,,VAC LAND COMM. < ACRE,885075680,686280,3,CMX-2,19104,0.67,127.765625,55.7899746918336
27598,5134 WARREN ST,BID PROPERTIES LLC       ,,VAC LAND RES < ACRE,442179300,599141,3,RM-1,19131,1,229.609375,108.075477616124
27599,439 N PERCY ST,DIMITRIOS BEKAS          ,MARIA D                  ,VAC LAND IND < ACRE,885037060,480470,1,CMX-3,19123,0.67,56.54296875,31.8069675839661
27600,434 N 09TH ST,ZHENG LINA               ,,VAC LAND RES < ACRE,056306915,,1,CMX-3,,0.5,148.66015625,58.402073921563
27601,2128 SEARS ST,MICHEWICZ JONATHAN P     ,,ROW 3 STY MASONRY,361125100,528083,2,RSA-5,19146,0.67,131.59765625,55.4112094783521
27602,1505 S 48TH ST,CITY OF PHILA,,VAC LAND RES < ACRE,273028110,689445,3,RSA-5,19143,0.5,117.71875,53.4040350403904
27603,2041 N REESE ST,2041-43 N REESE ST LLC   ,,VAC LAND RES < ACRE,183423480,498689,7,RSA-5,19122,0.5,86.69140625,46.0371662647981
27604,2618 FRANKFORD AVE,REDEVELOPMENT AUTHORITY  ,OF PHILA                 ,VAC LAND COMM. < ACRE,885373860,297107,1,CMX-2,19125,0.5,268.2734375,91.3720384796652
27605,5184 LANCASTER AVE,BELL-DOLIVEIRA HELEN     ,DOLIVEIRA YOHANN         ,VAC LAND COMM. < ACRE,442193400,377744,3,CMX-2,19131,1,384.48046875,97.9477316831235
27606,5192-94 LANCASTER AVE,SHELTON ROLAND E         ,,VAC LAND COMM. < ACRE,885525360,377748,3,CMX-2,19131,0.5,427.953125,95.0652476279126
27607,4716 WAYNE AVE,CLARKE RUDOLPH,,VAC LAND RES < ACRE,133092400,603448,8,RSA-3,19144,0.67,420.125,108.342908078359
27608,1507 RIDGE AVE,GREATER EXODUS BAPTIST CH,,VAC LAND COMM. < ACRE,885145260,503876,5,CMX-2.5,19130,0.5,75.01953125,38.3403167059407
27609,636 JEFFERSON ST,PHL INVESTMENTS LLC      ,,VAC LAND RES < ACRE,201007100,732173,5,RSA-5,19122,0.5,171.4140625,65.4522601755236
27610,1913 PARRISH ST,DALY MARIE E             ,,VAC LAND RES < ACRE,152290210,471361,5,RSA-5,19130,0.5,171.609375,69.4474599852608
27611,1111 S 24TH ST,PHILLY BUILDERS LLC,PROFIT SHARING PLAN,VAC LAND RES < ACRE,361363600,677254,2,RM-1,19146,0.67,150.33984375,60.4218487806044
27612,2006 NICHOLAS ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,472047010,451114,5,RSA-5,19121,1,142.74609375,55.9434390686972
27613,2149 N WOODSTOCK ST,EVA BURKE WID,CARL BURKE SON,VAC LAND RES < ACRE,322016600,624038,5,RSA-5,19121,1,146.35546875,60.237756731337
27614,2147 N WOODSTOCK ST,CITY OF PHILADELPHIA,,VAC LAND RES < ACRE,322016500,624037,5,RSA-5,19121,1,144.5390625,59.9995047643263
27615,2335 HARLAN ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,291133310,332702,5,RM-1,19121,1,76.0859375,41.6295409896198
27616,41 N HOBART ST,LAND HO LLC              ,,VAC LAND RES < ACRE,042099500,345262,4,RSA-5,19139,0.67,155.5390625,63.5811204395506
27617,2435 TURNER ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,291244000,580010,5,RM-1,19121,1,133.49609375,59.919474608512
27618,2334 RIDGE AVE,DONALD V CRAIG           ,,VAC LAND COMM. < ACRE,871131800,504184,5,CMX-2,19121,0.5,161.2890625,59.6013513672656
27619,2210 N ORKNEY ST,ADAM F MC GINNIS         ,,VAC LAND RES < ACRE,191286000,462382,7,RSA-5,19133,0.5,97.44921875,43.2072983102876
27620,2844-46 N MARVINE ST,SHORTER ELMIRA D         ,,VAC LAND COMM. < ACRE,885451620,416859,5,RM-1,19133,0.67,921.22265625,134.495289181972
27621,2921-23 N BROAD ST,AHMADIYYA MOVEMENT IN ISL,,VAC LAND IND < ACRE,885452980,50506,5,I-2,19132,0.67,4581.35546875,337.59545464802
27622,2321 SHARSWOOD ST,PHILADELPHIA HOUSING AUTH,,ROW 3 STY MASONRY,291157210,532648,5,RM-1,19121,1,101.6484375,48.1979091238257
27623,2311 SHARSWOOD ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,291156700,532638,5,RM-1,19121,1,98.94921875,47.9999408581249
27624,922 N 2ND ST,914 NORTH SECOND ST L P  ,,VAC LAND COMM. < ACRE,885838160,629936,5,CMX-2.5,19123,0.5,279.72265625,82.5260355726353
27625,3043 W SEDGLEY AVE,CLYDE WILLIAMS,MARY,VAC LAND RES < ACRE,323062100,528676,5,RSA-5,19121,1,112.98046875,51.1960586687999
27626,1030 S REESE ST,BROWN STONE PROPERTIES LL,,VAC LAND RES < ACRE,021430610,499608,1,RSA-5,19147,0.67,99.9609375,42.8131912108078
27627,1209 N 41ST ST,CHRIST COMMUNITY         ,BAPTIST CHURCH INC       ,VAC LAND RES < ACRE,062250700,686718,3,RSA-5,19104,0.67,287.5390625,93.8022130555504
27628,4161 LEIDY AVE,3936 HAVERFORD LLC,,VAC LAND RES < ACRE,062196800,388099,3,RSA-5,19104,1,404.07421875,141.131922406696
27629,6206-10 MARKET ST,PHILADELPHIA-SUBURBAN DEV,,PARKING LOT COMMERCIAL,885122504,411236,3,CMX-2,19139,0.5,999.96875,145.249260280145
27630,2427 N COLORADO ST,JOHNSON CORNELIUS,,VAC LAND RES < ACRE,161185200,93321,5,RSA-5,19132,0.5,101.6953125,47.7505010040554
27631,2430 N BOUVIER ST,CITY OF PHILA            ,DEPT OF PUBLIC PROP      ,VAC LAND RES < ACRE,161235701,44445,5,RSA-5,19132,0.5,105.640625,49.7190427807474
27632,3612 MOUNT VERNON ST,PHILA REDEVELOPMENT AUTH,,VAC LAND RES < ACRE,242061410,443210,3,CMX-2,19104,1,154.56640625,70.1735516935531
27633,3609 HAVERFORD AVE,PHILA REDEVELOPEMENT AUTH,,VAC LAND RES < ACRE,774680000,335944,3,CMX-2,19104,1,433.08984375,106.979063248806
27634,1703 S RINGGOLD ST,CITY OF PHILA,DEPT OF PUBLC PROP,VAC LAND RES < ACRE,364158500,506544,2,RSA-5,19145,1,110.76171875,49.6461553740435
27635,2409 WHARTON ST,V2 PROPERTIES ENTITY 3 LL,,VAC LAND RES < ACRE,361300900,610356,2,RSA-5,19146,1,182.3828125,68.5525335419141
27636,2708 FEDERAL ST,TARTAGLINI DANIEL        ,TARTAGLINI ERIKA         ,VAC LAND IND < ACRE,885402520,287769,2,I-2,19146,0.67,235.87890625,91.70416517668
27637,2480 EMERALD ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,311070800,135872,1,CMX-1,19125,0.83,161.9765625,63.3067608222073
27638,833 E CHELTEN AVE,REVIVE INVEST 2018 LLC   ,,DET CONV. APT 3 STY MASON,591011200,77746,8,RM-1,19138,1,611.6328125,142.688479567805
27639,533 MC KEAN ST,FLANDERS STEPHANIE DENISE,,VAC LAND RES < ACRE,392027105,,1,RSA-5,,0.67,147.51171875,66.2732196823375
27640,912 SHACKAMAXON ST,1086 DELAWARE AVENUE ASSO,,PARKING LOT COMMERCIAL,885162780,531643,5,CMX-3,19125,0.5,158.94140625,68.4297119078832
27641,1501 N 5TH ST,CP2 PROPERTY DEVELOPMENT ,,VAC LAND RES < ACRE,182270600,636484,7,IRMX,19122,0.5,210.35546875,68.3230094089211
27642,1433R-37 S FALLON ST,COLVIN JAMES T ETAL,,VAC LAND RES < ACRE,273036900,284076,3,RSA-5,19143,0.5,261.25,76.8110129503314
27643,2245 N 16TH ST,CITY OF PHILA            ,DEPT OF PUBLIC PROP      ,VAC LAND RES < ACRE,161067501,660494,5,RM-1,19132,0.5,161.46875,64.6449095500057
27644,2330 N 16TH ST,CARDONA QUINONES ANGEL L ,,VAC LAND RES < ACRE,161079700,660530,5,RM-1,19132,1,246.4609375,87.6071561020053
27645,1031 MOUNT VERNON ST,LAU YUNG KING            ,,VAC LAND RES < ACRE,141271610,442783,5,RSA-5,19123,0.5,132.7265625,55.2007828402851
27646,1026 LEMON ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,VAC LAND RES < ACRE,141277610,389160,5,RSA-5,19123,0.5,121.95703125,50.6197420915013
27647,7213 EDMUND ST,BASILICO PASQUALE,BASILICO MARIO,VAC LAND RES < ACRE,651292300,131551,6,RSA-3,19135,0.67,861.21484375,119.85641195646
27648,717 N 35TH ST,KIBBUTZ 01 LLC           ,,VAC LAND RES < ACRE,243074500,685395,3,RM-1,19104,0.67,645.04296875,149.666336717201
27649,6410R DORCAS ST,SCHWARTZ ROBERT,,VAC LAND RES < ACRE,531200712,120992,9,RSA-3,19111,0.5,197.87890625,57.2213790217034
27650,2714 S 86TH ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,VAC LAND RES < ACRE,405061035,708997,2,RSA-5,19153,0.5,616.4453125,105.900838663264
27651,2035 W MADISON ST,ROBERT JACKSON S/M,,VAC LAND RES < ACRE,112016200,405440,8,CMX-2,19140,0.67,183.47265625,63.5981228201829
27652,18-20 REGER ST,CASSOVER ABRAHAM F,,VAC LAND RES < ACRE,123061700,500187,8,RSA-5,19144,0.67,243.47265625,64.4554707452966
27653,3000 S 63RD ST,CITY OF PHILA            ,DEPT OF PUBLIC PROP      ,VAC LAND COMM. < ACRE,885482400,702880,2,I-1,19153,0.67,1611.0703125,220.874625321081
27654,2344 N 27TH ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,VAC LAND RES < ACRE,281071101,679881,5,RSA-5,19132,1,130.29296875,55.6320798100166
27655,2348 N 27TH ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,VAC LAND RES < ACRE,281071301,679885,5,RSA-5,19132,1,194.1484375,69.5886071157131
27656,705 W VENANGO ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,VAC LAND RES < ACRE,432038710,587601,7,RSA-5,19140,0.67,116.328125,51.9462585195273
27657,128 WRIGHT ST,PENN CENTRAL CORP        ,A PA CORPORATION         ,VAC LAND RES < ACRE,885288900,625521,4,RSA-5,19127,0.5,124.37109375,71.9103882343925
27658,1300 PATTISON AVE,CITY OF PHILA            ,SPECTRUM ARENA CORP      ,AMUS NIGHTCLUB/DISCO MASO,788020500,473913,2,SP-STA,19148,0.5,30424.68359375,705.885178674829
27659,9640 STATE RD,HYMAN KORMAN CO,A PA PRTNRSHP+KORMAN CO,VAC LAND RES < ACRE,652409200,552334,6,RSD-1,19114,0.67,700.91796875,151.276929480026
27660,2 MUSTIN ST,NORFOLK SOUTHERN RAILWAY ,,VAC LAND INDUS. ACRE+,875100920,756873,2,I-1,19112,0.83,165151.390625,1705.88463132378
27661,2345 N HOWARD ST,NORRIS SQUARE CIVIC      ,ASSOCIATION              ,VAC LAND RES < ACRE,191030510,731631,7,RSA-5,19133,0.5,586.01953125,112.269162066957
27662,4245-49 W GIRARD AVE,MC CLOUD TABERNACLE IND,CHURCH,VAC LAND RES < ACRE,062181750,314533,3,RM-1,19104,0.5,789.62890625,119.86817758551
27663,1206-08 N 07TH ST,7TH ST PROPERTIES LLC    ,,APTS  5-50 UNTS MASONRY,881075921,,5,RM-1,,0.5,676.89453125,107.85793573615
27664,4138 POPLAR ST,MD PROPERTY LLC          ,,VAC LAND RES < ACRE,062150100,487796,3,RSA-5,19104,0.5,220.640625,81.3683966108784
27665,2161 E LEHIGH AVE,CONRAIL                  ,,VAC LAND INDUS. ACRE+,875102510,387211,1,I-2,19125,0.67,14910.35546875,670.288129904927
27666,2732 E THOMPSON ST,REARDON WILLIAM,,VAC LAND RES < ACRE,312129100,569321,1,RSA-5,19134,0.67,172.35546875,66.8949066621842
27667,2760 E THOMPSON ST,CONRAIL                  ,,VAC LAND INDUS. ACRE+,875103940,569324,1,I-2,19134,0.67,30804.7578125,1031.73122255126
27668,70-80 E WISTER ST,5835 WOODLAND COMPANY,,VAC LAND RES < ACRE,121048800,619723,8,RSA-5,19144,0.67,1580.93359375,164.486912524438
27669,1619 N SYDENHAM ST,BEECH INTERPLEX INC      ,,PRIV.GAR 1STY MASONRY,471201300,559917,5,RM-1,19121,0.5,264.77734375,74.4908587409673
27670,1714 N 6TH ST,PHILA HOUSING AUTHORITY  ,,PARKING LOT PRIVATE,885996820,639219,5,RM-1,19122,0.5,1362.484375,213.502739407848
27671,3214 W DAUPHIN ST,LIN BIN,,VAC LAND RES < ACRE,282297400,110838,5,RM-1,19132,0.5,218.0703125,81.4891830486244
27672,13493 DAMAR DR,CAPPONI JOHN             ,,VAC LAND RES < ACRE,583163410,765074|767779,10,I-1,19116,0.67,591.5078125,106.118650773546
27673,13499 DAMAR DR,CAPPONI JOHN             ,,VAC LAND RES < ACRE,583163440,765077|767782,10,I-1,19116,0.67,656.69140625,110.250628356087
27674,3012 W DAUPHIN ST,CITY OF PHILA,DEPT PUB PROP,VAC LAND RES < ACRE,282295701,110784,5,RSA-5,19132,1,224.1015625,79.4236956037383
27675,3016 W DAUPHIN ST,BULK BOY LLC             ,,VAC LAND RES < ACRE,282295900,110788,5,RSA-5,19132,1,218.69921875,79.0909514078964
27676,2710 SALMON ST,MASI KIM A,GALLAGHER LEONARD P,VAC LAND RES < ACRE,312192501,523290,1,RSA-5,19134,0.67,282.98046875,95.0956569754521
27677,687 N 11TH ST,REDEVELOPMENT AUTHORITY  ,OF PHILADELPHIA          ,VAC LAND RES < ACRE,141131210,651766,5,RSA-5,19123,0.5,175.43359375,77.1449929346763
27678,3414 ROSEHILL ST,PROPERTIES CREATIONS INC ,,VAC LAND RES < ACRE,073123200,516802,7,RSA-5,19134,0.5,92.48046875,43.9713916148676
27679,5927 E WISTER ST,JOSEPH JONES,LOUISE,VAC LAND RES < ACRE,172530400,619872,8,RSA-5,19138,1,207.4296875,82.4045629759339
27680,2867 RICHMOND ST,COMMONWEALTH OF PA       ,DEPT OF TRANSPORTATION   ,VAC LAND IND < ACRE,885924540,502977,1,,19134,0.5,2613.703125,210.904164315862
27681,633 E THOMPSON ST,E THOMPSON DEVELOPMENT LL,,VAC LAND RES < ACRE,181396200,569108,5,RSA-5,19125,0.67,195.80078125,66.0187521669355
27682,1611-15 RIDGE AVE,1611 RIDGE LLC           ,,VAC LAND COMM. < ACRE,881442494,503921,5,CMX-2.5,19130,0.83,454.46875,87.47422325275
27683,3528 N 18TH ST,TIOGA GARDEN APARTMENTS L,,VAC LAND RES < ACRE,886602400,665979,8,RSA-3,19140,0.67,512.64453125,103.688516910545
27684,4616 FRANKFORD AVE,FRANKFORD S R            ,,VAC LAND COMM. < ACRE,885131504,297955,7,CMX-2,19124,0.67,281.2734375,87.947709763434
27685,140 W OXFORD ST,OXFORD HILL HOMEOWNER ASS,,PARKING LOT PRIVATE,182185025,761689|763908,5,RSA-5,19122,0.5,1007.47265625,246.59866086434
27686,3049-51 FRANKFORD AVE,FREY PETER,FREY JANEL M,VAC LAND RES < ACRE,252472205,297315,1,CMX-2,19134,0.67,907.91015625,157.75655733124
27687,2468 N CHADWICK ST,PHILADELPHIA LAND BANK   ,,ROW 2 STY MASONRY,161140201,73977,5,RSA-5,19132,0.5,103.94140625,48.4436463179953
27688,106 LEVERINGTON AVE,KLD INVESTMENTS LLC      ,,VAC LAND RES < ACRE,211404605,390694,4,RSA-5,19127,0.5,552.7265625,143.285733108162
27689,2140 N REESE ST,RONALD KELLEHER          ,,VAC LAND RES < ACRE,191330200,498719,7,RSA-5,19122,0.5,98.671875,45.8773050282112
27690,4535 GREENE ST,JONES BARBARA            ,,VAC LAND RES < ACRE,123145300,324672,8,RSA-3,19144,0.5,399.7109375,112.280402654798
27691,1546 N 7TH ST,PHILADELPHIA HOUSING AUTH,,VAC LAND RES < ACRE,202023201,642209,5,RSA-5,19122,1,178.9140625,65.8890271734788
27692,2074R-76 MARGARET ST,TOMMY'S EAST INN INC     ,,VAC LAND COMM. < ACRE,885304520,410157,7,CMX-2,19124,0.5,167.93359375,56.6285803698155
27693,1015 W GLENWOOD AVE,SOILED LLC               ,,VAC LAND RES < ACRE,372463500,317889,5,RM-1,19133,0.67,300.94140625,121.721043723188
27694,816 W LEHIGH AVE,IGLESIA SOL DE JUSTICIA  ,,VAC LAND RES < ACRE,777234510,387510,5,RM-1,19133,0.5,197.796875,73.4350309353731
27695,5640 BLOYD ST,HANNAH AMBROSE,,VAC LAND RES < ACRE,122237300,41439,8,RM-1,19138,0.67,224.51171875,87.0925163716964
27696,443R E WISTER ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,VAC LAND RES < ACRE,121058215,619805,8,RSA-2,19144,1,56.4609375,30.4186062264631
27697,1219 W WESTMORELAND ST,RFUND INVESTMENTS LLC    ,,VAC LAND RES < ACRE,431045700,609104,5,RM-1,19140,1,229.140625,80.1914101862257
27698,2814 N BONSALL ST,TUCKER ROBERT            ,,VAC LAND RES < ACRE,111399400,42559,8,RSA-5,19132,0.5,104.39453125,47.6217919110611
27699,7008 UPLAND ST,CITY OF PHILA,,VAC LAND RES < ACRE,403260601,584065,2,RSA-5,19142,1,222.19921875,84.5700125170342
27700,2604 TRENTON AVE,DANIELSON JASON R        ,SONG YOUNGSIL            ,VAC LAND RES < ACRE,311211213,577125,1,RM-1,19125,0.67,92.546875,46.4704749281545
27701,2037 W YORK ST,GEENA LLC                ,,VAC LAND RES < ACRE,162261900,629264,5,RSA-5,19132,0.83,146.39453125,57.8696528574521
27702,1232 W YORK ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,371362001,629132,5,RM-1,19133,0.5,156.7578125,62.8542135268982
27703,3546 JOYCE ST,EDWARD SCHEIDLER,,VAC LAND RES < ACRE,452302100,364874,1,RSA-5,19134,0.67,556.90625,97.31231586223
27704,5710 FLORENCE AVE,CITY OF PHILA,DEPT OF PUBLC PROP,VAC LAND RES < ACRE,513273610,293477,3,RSA-5,19143,0.5,242.99609375,89.956304779397
27705,4088 OLIVE ST,THOMAS WILLBER LEE,,VAC LAND RES < ACRE,061140500,458649,3,RM-1,19104,0.67,157.9140625,66.0835982197558
27706,1000 E WOODLAWN ST,SELDEN DWAYNE M,,VAC LAND RES < ACRE,122090900,623711,8,CMX-2,19138,0.67,1875.703125,173.508733911251
27707,2612 CECIL B MOORE AVE,CBM 18 PARTNERS LLC      ,,APT 2-4  UNTS 4STY MASONR,324037400,71822,5,RM-1,19121,1,227.20703125,75.4680935418673
27708,1521 W DAUPHIN ST,ADVOCATE COMMUNITY DEV,CORP A PA NON PROFIT,VAC LAND RES < ACRE,161267600,110616,5,RM-1,19132,1,150.64453125,66.7768632589581
27709,667 N 11TH ST,CITY OF PHILA            ,DEPT OF PUBLIC PROP      ,VAC LAND RES < ACRE,141130210,651756,5,RSA-5,19123,0.5,224.3125,81.0532776756618
27710,1019 S 17TH ST,BALLINGHOFF JAMES R      ,,ROW 3 STY MASONRY,301329319,664370,2,RM-1,19146,0.5,143.234375,52.9777098465801
27711,826-28 N 3RD ST,PHAM BRYAN H             ,DAVIS JENNIFER L         ,ROW W/GAR 4STY FRAME,055123755,632228,5,RM-1,19123,0.5,87.37890625,41.7485984001159
27712,826-28 N 3RD ST,SUAREZ DANIEL M          ,TORRES-SUAREZ VIVIAN     ,ROW W/GAR 4STY FRAME,055123716,632228,5,RM-1,19123,0.5,111.62890625,46.1830985911124
27713,826-28 N 3RD ST,RAMJEE-HEERA JAYVANT     ,HERRA KOSHIKA SOMA       ,ROW W/GAR 3STY FRAME,055123740,632228,5,RM-1,19123,0.5,141.890625,47.7578042519673
27714,933-37 N FRONT ST,RIVER VIEW AT FRONT,OWNER'S ASSO,VAC LAND RES < ACRE,057012070,302532,1,CMX-3,19123,0.5,514.015625,144.280707446028
27715,2006-16 HAINES ST,MT AIRY BAPTIST CHURCH   ,,VAC LAND RES < ACRE,886930207,329746,9,RSA-5,19138,0.67,1249.98828125,141.391143438116
27716,6560 LAWNTON ST,APEX PROPERTIES UNLIMITED,,VAC LAND RES < ACRE,213436060,762109|762587,4,RSA-2,19128,0.5,602.82421875,102.094229055242
27717,4710-50 N MARSHALL ST,PHILA REDEVELOPMENT AUTH ,,VAC LAND RESID. ACRE+,785606905,414668,8,CMX-3,19120,0.67,7351.30078125,390.873595057711
